,pred,actual
0,-3.3625516164438167,False
1,-3.777419453844481,False
2,-4.7231519759292,False
3,-3.938379121441153,False
4,-5.7064022016356875,False
5,-4.578165984648562,False
6,-2.7290122324875528,False
7,-3.2136108463451993,False
8,-4.7311079041722515,False
9,-3.372519169760746,False
10,-5.188086292949098,False
11,-3.3201525021947265,False
12,-2.7520336153473144,False
13,-3.295278729094023,False
14,-3.6696252037598356,False
15,-4.651716965232957,False
16,-1.7934261471172304,False
17,-3.153162564484626,False
18,-4.071769597866097,False
19,-3.3167938047167835,False
20,-4.176388690446627,False
21,-3.1708424487708236,False
22,-3.299509067787631,False
23,-2.658298568440747,False
24,-4.268340062016913,False
25,-4.336480741613034,False
26,-3.0541678629850546,False
27,-3.93201832824224,False
28,-2.1586871457161125,False
29,-3.758669527954617,False
30,-4.120490792048491,False
31,-2.8132178902879748,False
32,-3.899480996870078,False
33,-3.7056710469807497,False
34,-3.3697651508282345,False
35,-4.696413349533209,False
36,-3.35716170118362,False
37,-3.6469663224831987,False
38,-4.809702821550098,False
39,-3.317738752904778,False
40,-3.277077340254783,False
41,-3.218147620562126,False
42,-4.830627310869599,False
43,-3.2970652004162577,False
44,-4.49015261208274,False
45,-4.781684580630025,False
46,-3.3598153737756977,False
47,-3.293242294660759,False
48,-3.925079482621372,False
49,-4.711621699038832,False
50,-2.9165210728871713,False
51,-3.440463401549195,False
52,-3.2675601178449143,False
53,-3.8406090385834926,False
54,-3.172250178396551,False
55,-5.16407125586705,False
56,-3.863391815280796,False
57,-3.423447599514287,False
58,-3.5745416604031677,False
59,-6.81079134274136,False
60,-3.869550606984321,False
61,-3.225953192674789,False
62,-3.1332051523522644,False
63,-2.1452539938040767,False
64,-3.3811731794544437,False
65,-4.705517159179545,False
66,-3.3216948279183844,False
67,-3.2984441071879242,False
68,-3.0856933639989763,False
69,-2.5821968201819567,False
70,-5.87252779328412,False
71,-4.001857642775024,False
72,-3.5105088359044374,False
73,-3.282710156481355,False
74,-4.065369260435887,False
75,-4.668770757526241,False
76,-4.249783998433639,False
77,-2.8894234888280472,False
78,-3.9351317525309337,False
79,-4.95266457513147,False
80,-4.454816714910565,False
81,-2.605761418815277,False
82,-3.274939562382058,False
83,-3.510679894440389,False
84,-2.87940135762086,False
85,-4.296097997497839,False
86,-2.8715545050776417,False
87,-1.9741942588042884,False
88,-2.645604372708593,False
89,-2.779388973524216,False
90,-2.169174512811682,False
91,-1.6016187495818834,False
92,-3.298001836399046,False
93,-3.0561590872041373,False
94,-3.089096335499557,False
95,-3.3949989387525834,False
96,-3.3966876054341086,False
97,-4.1824625708067185,False
98,-3.1568394789046765,False
99,-3.4003709637064277,False
100,-3.7051420416952787,False
101,-3.3835327805901123,False
102,-2.9175647268620306,False
103,-3.6437992219625586,False
104,-3.52828762351848,False
105,-3.6328069163217096,False
106,-3.331610583336623,False
107,-3.108033453246951,False
108,-4.819012068562943,False
109,-3.3316035608347656,False
110,-3.791830515127046,False
111,-2.7984504189742525,False
112,-3.0182851363183616,False
113,-3.194540733408091,False
114,-3.4433242622402522,False
115,-2.457686629573785,False
116,-2.4456290320112695,False
117,-3.5586833670423834,False
118,-3.5548894449637354,False
119,-2.897609134058655,False
120,-3.5721245367901946,False
121,-3.474334590367114,False
122,-4.56563706984412,False
123,-4.240301253564584,False
124,-4.889428247815399,False
125,-3.4088072808004357,False
126,-3.3566901047442865,False
127,-3.2048205514608843,False
128,-4.033797190345721,False
129,-3.8496476298829885,False
130,-3.0876297351466304,False
131,-2.9943331014992727,False
132,-3.2171096449868286,False
133,-3.2833009401956117,False
134,-3.326509482765199,False
135,-3.406825239076962,False
136,-3.9395150883171213,False
137,-3.6588666456708303,False
138,-3.5820858296508606,False
139,-4.86960414365393,False
140,-4.576247543771704,False
141,-3.320992384808405,False
142,-3.5778537403929045,False
143,-1.6773903054050332,False
144,-3.6251133208487305,False
145,-3.005286561257739,False
146,-3.936613238712053,False
147,-5.333962329932051,False
148,-3.1410530656987996,False
149,-4.223368183810132,False
150,-4.621445507027354,False
151,-4.251327308644166,False
152,-4.717126273395323,False
153,-4.7381223418154805,False
154,-3.7511611204567616,False
155,-3.33928939775811,False
156,-3.3615791514268265,False
157,-3.326656438910728,False
158,-3.3285556629700634,False
159,-4.5150963770916075,False
160,-2.539991148756164,False
161,-3.8738979311868658,False
162,-3.054197946188414,False
163,-3.900624824435422,False
164,-3.1387348743234136,False
165,-3.787276871201943,False
166,-4.1699770149586275,False
167,-2.7967920473002827,False
168,-2.6996029835184636,False
169,-3.9757531415063294,False
170,-2.1941423134227866,False
