,pred,actual
0,-2.1034150538393557,False
1,-3.085939097106583,False
2,-3.9565756663198766,False
3,-3.1106134261852203,False
4,-5.018925378967023,False
5,-3.2807168161078573,False
6,-1.4053067035238005,False
7,-2.438972353903396,False
8,-3.4591152134994507,False
9,-3.1758682237205953,False
10,-3.70232277276334,False
11,-1.809790977393067,False
12,-1.6349323623909562,False
13,-2.7895268003533777,False
14,-2.735685636036803,False
15,-5.274382174510908,False
16,-0.7587441585772475,False
17,-2.2417731112252026,False
18,-3.0238133525871795,False
19,-2.8593501440354574,False
20,-3.5271541361995906,False
21,-2.4921693323834297,False
22,-2.3007865953551088,False
23,-1.6147321034306532,False
24,-3.093694245397524,False
25,-3.4473646053517903,False
26,-1.7479302183296417,False
27,-3.3643648759303666,False
28,-1.5426307264628827,False
29,-2.747399106683819,False
30,-4.10634273543235,False
31,-1.969718370590667,False
32,-3.8218337736059826,False
33,-2.6056511492550234,False
34,-2.2657292518776577,False
35,-3.6457810042472785,False
36,-2.5457531328647853,False
37,-2.7195709594896886,False
38,-3.4341398974189863,False
39,-2.646228995478479,False
40,-2.985627768604955,False
41,-2.306907334215794,False
42,-4.265842442919244,False
43,-2.066323944792968,False
44,-3.1858064931362367,False
45,-3.3938696129506076,False
46,-2.552791494996205,False
47,-2.591835638309438,False
48,-3.224025960927314,False
49,-3.5368062332275336,False
50,-1.787024483447423,False
51,-2.652514056693989,False
52,-2.616554569485693,False
53,-2.815753521918601,False
54,-2.173861029047149,False
55,-4.038860507962255,False
56,-3.0164965603535387,False
57,-2.5336176456420954,False
58,-3.0547669789600906,False
59,-7.062007085860513,False
60,-3.720519830391762,False
61,-2.1659743549011705,False
62,-2.209574560068299,False
63,-0.8309532718779313,False
64,-2.768470414525053,False
65,-3.1692358907323004,False
66,-2.413236707282835,False
67,-2.376334008175263,False
68,-2.6181708779484754,False
69,-1.6438846617105343,False
70,-5.394368792427075,False
71,-3.186849513855546,False
72,-3.128937867197285,False
73,-2.6744756409283363,False
74,-2.9216477754994132,False
75,-3.423167783896642,False
76,-3.75424429794061,False
77,-1.9718554738018284,False
78,-2.947525798446306,False
79,-3.3567211349593284,False
80,-3.472298691759221,False
81,-1.5267440580639762,False
82,-2.7287148544948288,False
83,-2.877950709244885,False
84,-1.3794075623158069,False
85,-3.331044570532804,False
86,-1.8307321281461453,False
87,-0.889606108960421,False
88,-1.6320705224505208,False
89,-2.022633524200807,False
90,-1.2886722879772639,False
91,-0.7353647552176238,False
92,-3.8124622418842007,False
93,-2.0076475726392884,False
94,-1.9160932158810127,False
95,-2.610049134667025,False
96,-3.4598060870157714,False
97,-2.931606118965991,False
98,-2.1164264520784624,False
99,-2.206970095661397,False
100,-3.1374626518055497,False
101,-2.9584002651654924,False
102,-1.6711959186237753,False
103,-2.9058198867821217,False
104,-2.548063758998686,False
105,-3.0026393514314016,False
106,-2.5517472747213192,False
107,-1.9929144229307714,False
108,-3.4764962563547854,False
109,-2.87419913611385,False
110,-3.3389647896605155,False
111,-1.697524890859859,False
112,-2.296447328513259,False
113,-2.7813122985727006,False
114,-2.6568996608914257,False
115,-1.4573644747006,False
116,-1.4856237406749528,False
117,-2.791777733607368,False
118,-2.68684973868557,False
119,-2.072264312550283,False
120,-2.5781837087022836,False
121,-2.5429596973136834,False
122,-3.398704042116477,False
123,-3.034893028288045,False
124,-3.4325646727257384,False
125,-2.677407894305812,False
126,-3.316457005590167,False
127,-2.5116348544113185,False
128,-2.9156609937872195,False
129,-2.6980448877392904,False
130,-1.8506764992146536,False
131,-1.5206759046276948,False
132,-2.0968655999550387,False
133,-2.298442629235759,False
134,-3.1490990618184354,False
135,-3.3822977460358192,False
136,-3.034463004225249,False
137,-2.774652195691222,False
138,-2.9775889345049324,False
139,-3.5188385279870475,False
140,-3.126215496627739,False
141,-2.760915608306876,False
142,-2.5762125242127594,False
143,-1.6023076675669015,False
144,-2.705101314284716,False
145,-1.8902784504136174,False
146,-2.8957073341924797,False
147,-4.629135235130109,False
148,-1.9812358720917298,False
149,-3.1254880876493214,False
150,-3.6582344474476125,False
151,-3.677326800147315,False
152,-3.299168466076062,False
153,-3.5673701779752083,False
154,-2.7528980283475692,False
155,-2.9324027602036273,False
156,-2.875041932857428,False
157,-2.6671015758053915,False
158,-2.752520896302796,False
159,-2.950967950009474,False
160,-1.737268896285629,False
161,-3.025359424325943,False
162,-1.7131161966700743,False
163,-3.6309721873667664,False
164,-2.4496260848325297,False
165,-2.727850049108726,False
166,-5.22659299943609,False
167,-1.3733275568807928,False
168,-1.4172657230522336,False
169,-2.8253295017432496,False
170,-1.0566562830088675,False
171,-3.155917124636823,False
172,-2.321331422740683,False
173,-2.4981677712192316,False
174,-3.5831009574729435,False
175,-2.23949171574254,False
176,-3.3365996211514073,False
177,-2.657430212332846,False
178,-3.39258568539199,False
179,-1.8296822477894659,True
180,-2.483109366160449,False
181,-2.4905585544969986,False
182,-3.220175291651773,False
183,-2.4026683596370124,False
184,-2.3480217427020964,False
185,-3.83994528118258,False
186,-2.6299058629542076,False
187,-3.6413720394276803,False
188,-2.3771022261882004,False
189,-2.247488554651938,False
190,-2.9020408238980058,False
191,-3.3261415335549254,False
192,-3.4350724934256833,False
193,-2.2346954655577664,False
194,-3.5159121900851504,False
195,-2.3523728790246707,False
196,-1.874692846579711,False
197,-2.5185463722393795,False
198,-3.331096453275305,False
199,-3.054222720183652,False
200,-2.1000488060555353,False
201,-3.4583091815834117,False
202,-3.603433985110568,False
203,-2.455834596227171,False
204,-2.157579518776318,False
205,-3.344124401747358,False
206,-3.853277924916542,False
207,-3.4822256335771766,False
208,-4.241351350681416,False
209,-2.5762033481091065,False
210,-3.493529492821104,False
211,-3.3562697651578572,False
212,-3.6017990854974165,False
213,-2.931606118965991,False
214,-2.9670082002020477,False
215,-1.7518096079224634,False
216,-2.136210289845555,False
217,-2.3760242521135746,False
218,-3.6182151184877256,False
219,-3.299505584742734,False
220,-2.774232193724231,False
221,-3.4646361330974296,False
222,-4.807258775790013,False
223,-4.030443113807932,False
224,-3.494532240998465,False
225,-1.9817687559357253,False
226,-3.506795919462107,False
227,-1.9187686235700927,False
228,-3.4401565311738764,False
229,-2.1950911100039767,False
230,-2.9443845935461206,False
231,-2.9166825186140803,False
232,-3.501457806614601,False
233,-3.741113916683411,False
234,-3.6973886837327576,False
235,-2.711779333290296,False
236,-4.687940567903572,False
237,-3.087719267931411,False
238,-1.8202455726314626,False
239,-3.1619142774444513,False
240,-2.7928691436747983,False
241,-3.384323113178647,False
242,-1.7880529869550803,False
243,-2.808737030982959,False
244,-3.305575221429101,False
245,-3.6756953146688627,False
246,-2.9336547331605223,False
247,-3.440951528376466,False
248,-3.828658308007356,False
249,-2.2705538926513373,False
250,-2.8542290651752653,False
251,-3.0178725593050744,False
252,-2.697811188304569,False
253,-3.189573618410905,False
254,-2.4547403243255443,False
255,-2.8088880943146393,False
256,-3.269014450450215,False
257,-3.6829915989372806,False
258,-2.8154081053287974,False
259,-3.270438021562387,False
260,-1.8099789921452236,False
261,-2.583270312937781,False
262,-2.9993912514444263,False
263,-4.115069208659369,False
264,-2.6233008503853883,False
265,-2.7586792129411024,False
266,-1.5532357124711846,False
267,-2.88729736083257,False
268,-2.5800553228222864,False
269,-2.9672264000484483,False
270,-3.2033275921410724,False
271,-2.133325665011972,False
272,-3.008879304901936,False
273,-2.8491078281348168,False
274,-2.7047242882045044,False
275,-2.523674949167929,False
276,-3.0436369378862485,False
277,-1.5266923657297156,False
278,-2.754741573389026,False
279,-3.4647880204383608,False
280,-2.7072340337644087,False
281,-2.372883058595442,False
