,pred,actual
0,0.05627450983708959,False
1,-0.5025799429399922,False
2,-1.7404781893258643,False
3,-0.9115400454770475,False
4,-2.658072607672028,False
5,-1.7372001677596862,False
6,0.6529229206987994,False
7,0.5068950651610904,False
8,-1.988888119036114,False
9,-0.3915139974462748,False
10,-2.153910873615607,False
11,0.07678627657023535,False
12,0.4891962916211258,False
13,0.34819279596546293,False
14,-0.25538165598952633,False
15,-0.8284574810285932,False
16,2.5938723260018457,False
17,0.2291825229042626,False
18,-0.9946882494406291,False
19,-0.0916353500298496,False
20,-0.26800552211950235,False
21,1.3139237025502695,False
22,-0.0041569702189480084,False
23,0.6782868471124734,False
24,-0.9863654411315781,False
25,-1.2930856878682215,False
26,0.6456191931430768,False
27,-1.1470790932583133,False
28,0.7199608710929772,False
29,-0.6833708956851035,False
30,-1.447703227895616,False
31,0.4424358016170293,False
32,-0.8981257689089657,False
33,0.21186762907447215,False
34,0.7900577054495663,False
35,-1.7280155557396388,False
36,0.23858674578358785,False
37,-0.5643169946109984,False
38,-1.8740577143001316,False
39,-0.35193815130961903,False
40,-0.07912334427694429,False
41,0.2487449751971516,False
42,-2.068771370876077,False
43,-0.2877130140686448,False
44,-1.7279476300504086,False
45,-1.8118524649953134,False
46,-0.015257317335798659,False
47,-0.10593858500575931,False
48,-0.8350180038253525,False
49,-1.9094643450968434,False
50,0.21210492269289732,False
51,-0.43247180617133035,False
52,0.22168622313466485,False
53,-0.5516904894521883,False
54,0.46247951096396717,False
55,-1.7745525367997184,False
56,-0.42907485911645715,False
57,-0.07731995005270031,False
58,-0.5807685830694079,False
59,-2.658072607672028,False
60,-1.421493877478396,False
61,0.6404906887205151,False
62,0.13463702773831682,False
63,1.2049308218601067,False
64,0.04183407070722661,False
65,-0.971241930750996,False
66,-0.015245760656268759,False
67,0.1392262115780924,False
68,-0.17587113607134056,False
69,0.5989329177922644,False
70,-2.658072607672028,False
71,-0.7444866561134484,False
72,-0.7692008754721711,False
73,-0.20163707465528077,False
74,-0.6312782478192979,False
75,-1.8891200631723604,False
76,-1.0931486802623247,False
77,0.730643329738669,False
78,-0.4459837198513909,False
79,-1.9090432369261263,False
80,-1.7890678625866263,False
81,1.0327552129816229,False
82,0.027635666285393767,False
